PartE: 
(61170, 'DEF  ', 82985, 'ABC  ')
(11919, 'DEF  ', 75004, 'ABC  ')
(11919, 'DEF  ', 83803, 'ABC  ')
(52818, 'ABC  ', 11919, 'DEF  ')
(79659, 'ABC  ', 11919, 'DEF  ')
(75004, 'ABC  ', 11919, 'DEF  ')
(83803, 'ABC  ', 11919, 'DEF  ')
(30996, 'DEF  ', 67252, 'ABC  ')
(73866, 'DEF  ', 67252, 'ABC  ')
(67252, 'ABC  ', 30996, 'DEF  ')
(67252, 'ABC  ', 73866, 'DEF  ')
(67252, 'ABC  ', 49830, 'DEF  ')
(49830, 'DEF  ', 67252, 'ABC  ')
(48408, 'DEF  ', 51810, 'ABC  ')
(51810, 'ABC  ', 48408, 'DEF  ')
(51810, 'ABC  ', 68054, 'DEF  ')
(51810, 'ABC  ', 59230, 'DEF  ')
(51810, 'ABC  ', 99092, 'DEF  ')
(51810, 'ABC  ', 45042, 'DEF  ')
(68054, 'DEF  ', 51810, 'ABC  ')
(59230, 'DEF  ', 51810, 'ABC  ')
(99092, 'DEF  ', 51810, 'ABC  ')
(45042, 'DEF  ', 51810, 'ABC  ')
(18888, 'DEF  ', 16350, 'ABC  ')
(16350, 'ABC  ', 18888, 'DEF  ')
(18888, 'DEF  ', 16350, 'ABC  ')
(16350, 'ABC  ', 18888, 'DEF  ')
(67544, 'ABC  ', 76036, 'DEF  ')
(67544, 'ABC  ', 45420, 'DEF  ')
(76036, 'DEF  ', 67544, 'ABC  ')
(45420, 'DEF  ', 67544, 'ABC  ')
(67544, 'ABC  ', 45420, 'DEF  ')
(67544, 'ABC  ', 76036, 'DEF  ')
(45420, 'DEF  ', 67544, 'ABC  ')
(76036, 'DEF  ', 67544, 'ABC  ')
(45420, 'DEF  ', 67544, 'ABC  ')
(67544, 'ABC  ', 45420, 'DEF  ')
(67544, 'ABC  ', 76036, 'DEF  ')
(76036, 'DEF  ', 67544, 'ABC  ')
(98470, 'DEF  ', 51772, 'ABC  ')
(98470, 'DEF  ', 84809, 'ABC  ')
(98470, 'DEF  ', 28138, 'ABC  ')
(51772, 'ABC  ', 98470, 'DEF  ')
(51772, 'ABC  ', 98470, 'DEF  ')
(84809, 'ABC  ', 98470, 'DEF  ')
(84809, 'ABC  ', 98470, 'DEF  ')
(28138, 'ABC  ', 98470, 'DEF  ')
(28138, 'ABC  ', 98470, 'DEF  ')
(98470, 'DEF  ', 51772, 'ABC  ')
(98470, 'DEF  ', 84809, 'ABC  ')
(98470, 'DEF  ', 28138, 'ABC  ')
(28138, 'ABC  ', 98470, 'DEF  ')
(28138, 'ABC  ', 98470, 'DEF  ')
(98470, 'DEF  ', 28138, 'ABC  ')
(98470, 'DEF  ', 83948, 'ABC  ')
(98470, 'DEF  ', 28138, 'ABC  ')
(98470, 'DEF  ', 83948, 'ABC  ')
(83948, 'ABC  ', 98470, 'DEF  ')
(83948, 'ABC  ', 98470, 'DEF  ')
(61679, 'ABC  ', 74537, 'DEF  ')
(74537, 'DEF  ', 61679, 'ABC  ')
(82225, 'DEF  ', 94055, 'ABC  ')
(82225, 'DEF  ', 94055, 'ABC  ')
(94055, 'ABC  ', 82225, 'DEF  ')
(94055, 'ABC  ', 82225, 'DEF  ')
(80174, 'DEF  ', 50378, 'ABC  ')
(50378, 'ABC  ', 80174, 'DEF  ')
(54825, 'DEF  ', 50378, 'ABC  ')
(54825, 'DEF  ', 94612, 'ABC  ')
(80174, 'DEF  ', 50378, 'ABC  ')
(80174, 'DEF  ', 94612, 'ABC  ')
(50378, 'ABC  ', 54825, 'DEF  ')
(50378, 'ABC  ', 80174, 'DEF  ')
(94612, 'ABC  ', 54825, 'DEF  ')
(94612, 'ABC  ', 80174, 'DEF  ')
(54825, 'DEF  ', 94612, 'ABC  ')
(94612, 'ABC  ', 54825, 'DEF  ')
(28068, 'DEF  ', 41784, 'ABC  ')
(41784, 'ABC  ', 28068, 'DEF  ')
(41784, 'ABC  ', 35729, 'DEF  ')
(35729, 'DEF  ', 41784, 'ABC  ')
(10750, 'DEF  ', 65112, 'ABC  ')
(65112, 'ABC  ', 10750, 'DEF  ')
(10750, 'DEF  ', 65112, 'ABC  ')
(65112, 'ABC  ', 10750, 'DEF  ')
(60437, 'DEF  ', 61085, 'ABC  ')
(60437, 'DEF  ', 61085, 'ABC  ')
(61085, 'ABC  ', 60437, 'DEF  ')
(61085, 'ABC  ', 60437, 'DEF  ')
(54411, 'ABC  ', 62740, 'DEF  ')
(54411, 'DEF  ', 62740, 'ABC  ')
(62740, 'DEF  ', 54411, 'ABC  ')
(62740, 'ABC  ', 54411, 'DEF  ')
(58398, 'DEF  ', 63491, 'ABC  ')
(58398, 'DEF  ', 63491, 'ABC  ')
(63491, 'ABC  ', 58398, 'DEF  ')
(63491, 'ABC  ', 58398, 'DEF  ')
(36037, 'DEF  ', 71217, 'ABC  ')
(36037, 'DEF  ', 71109, 'ABC  ')
(36037, 'DEF  ', 23582, 'ABC  ')
(71217, 'ABC  ', 36037, 'DEF  ')
(71217, 'ABC  ', 36037, 'DEF  ')
(71109, 'ABC  ', 36037, 'DEF  ')
(71109, 'ABC  ', 36037, 'DEF  ')
(23582, 'ABC  ', 36037, 'DEF  ')
(23582, 'ABC  ', 36037, 'DEF  ')
(36037, 'DEF  ', 71217, 'ABC  ')
(36037, 'DEF  ', 71109, 'ABC  ')
(36037, 'DEF  ', 23582, 'ABC  ')
(24592, 'ABC  ', 13090, 'DEF  ')
(13090, 'DEF  ', 24592, 'ABC  ')
(97732, 'DEF  ', 11733, 'ABC  ')
(11733, 'ABC  ', 97732, 'DEF  ')
(67422, 'DEF  ', 82738, 'ABC  ')
(82738, 'ABC  ', 67422, 'DEF  ')
(97732, 'DEF  ', 11733, 'ABC  ')
(97732, 'DEF  ', 82738, 'ABC  ')
(11733, 'ABC  ', 97732, 'DEF  ')
(11733, 'ABC  ', 67422, 'DEF  ')
(67422, 'DEF  ', 11733, 'ABC  ')
(67422, 'DEF  ', 82738, 'ABC  ')
(82738, 'ABC  ', 97732, 'DEF  ')
(82738, 'ABC  ', 67422, 'DEF  ')
(49163, 'ABC  ', 36819, 'DEF  ')
(36819, 'DEF  ', 49163, 'ABC  ')
(49163, 'ABC  ', 36819, 'DEF  ')
(36819, 'DEF  ', 49163, 'ABC  ')
(54655, 'DEF  ', 43317, 'ABC  ')
(54655, 'DEF  ', 56187, 'ABC  ')
(54655, 'DEF  ', 72163, 'ABC  ')
(43317, 'DEF  ', 56187, 'ABC  ')
(43317, 'DEF  ', 72163, 'ABC  ')
(43317, 'ABC  ', 54655, 'DEF  ')
(56187, 'ABC  ', 54655, 'DEF  ')
(56187, 'ABC  ', 43317, 'DEF  ')
(72163, 'ABC  ', 54655, 'DEF  ')
(72163, 'ABC  ', 43317, 'DEF  ')
(43317, 'DEF  ', 56187, 'ABC  ')
(43317, 'DEF  ', 72163, 'ABC  ')
(54655, 'DEF  ', 56187, 'ABC  ')
(54655, 'DEF  ', 43317, 'ABC  ')
(54655, 'DEF  ', 72163, 'ABC  ')
(56187, 'ABC  ', 43317, 'DEF  ')
(56187, 'ABC  ', 54655, 'DEF  ')
(43317, 'ABC  ', 54655, 'DEF  ')
(72163, 'ABC  ', 43317, 'DEF  ')
(72163, 'ABC  ', 54655, 'DEF  ')
(52917, 'DEF  ', 53700, 'ABC  ')
(53700, 'ABC  ', 52917, 'DEF  ')
(53700, 'ABC  ', 52917, 'DEF  ')
(52917, 'DEF  ', 53700, 'ABC  ')
(52917, 'DEF  ', 53700, 'ABC  ')
(53700, 'ABC  ', 52917, 'DEF  ')
(18553, 'DEF  ', 41543, 'ABC  ')
(18553, 'DEF  ', 79852, 'ABC  ')
(41543, 'ABC  ', 18553, 'DEF  ')
(79852, 'ABC  ', 18553, 'DEF  ')
(64193, 'ABC  ', 18553, 'DEF  ')
(79852, 'ABC  ', 18553, 'DEF  ')
(18553, 'DEF  ', 64193, 'ABC  ')
(18553, 'DEF  ', 79852, 'ABC  ')
(63190, 'DEF  ', 28117, 'ABC  ')
(28117, 'ABC  ', 63190, 'DEF  ')
(28117, 'ABC  ', 63190, 'DEF  ')
(63190, 'DEF  ', 28117, 'ABC  ')
(76962, 'DEF  ', 39088, 'ABC  ')
(39088, 'ABC  ', 76962, 'DEF  ')
(39088, 'ABC  ', 82294, 'DEF  ')
(39088, 'ABC  ', 24970, 'DEF  ')
(82294, 'DEF  ', 39088, 'ABC  ')
(24970, 'DEF  ', 39088, 'ABC  ')
(39088, 'ABC  ', 82294, 'DEF  ')
(39088, 'ABC  ', 24970, 'DEF  ')
(39088, 'ABC  ', 76962, 'DEF  ')
(82294, 'DEF  ', 39088, 'ABC  ')
(24970, 'DEF  ', 39088, 'ABC  ')
(76962, 'DEF  ', 39088, 'ABC  ')
(55707, 'DEF  ', 61904, 'ABC  ')
(61904, 'ABC  ', 55707, 'DEF  ')
(61904, 'ABC  ', 55707, 'DEF  ')
(55707, 'DEF  ', 61904, 'ABC  ')
(37812, 'ABC  ', 29525, 'DEF  ')
(37812, 'ABC  ', 65085, 'DEF  ')
(29525, 'ABC  ', 65085, 'DEF  ')
(37812, 'ABC  ', 29525, 'DEF  ')
(37812, 'ABC  ', 65085, 'DEF  ')
(29525, 'DEF  ', 37812, 'ABC  ')
(29525, 'DEF  ', 37812, 'ABC  ')
(29525, 'DEF  ', 65085, 'ABC  ')
(65085, 'DEF  ', 37812, 'ABC  ')
(65085, 'DEF  ', 29525, 'ABC  ')
(65085, 'DEF  ', 37812, 'ABC  ')
(65085, 'ABC  ', 29525, 'DEF  ')
(61154, 'DEF  ', 75242, 'ABC  ')
(61764, 'DEF  ', 75242, 'ABC  ')
(75242, 'ABC  ', 61154, 'DEF  ')
(75242, 'ABC  ', 61764, 'DEF  ')
(44165, 'ABC  ', 32482, 'DEF  ')
(98685, 'ABC  ', 32482, 'DEF  ')
(32482, 'DEF  ', 44165, 'ABC  ')
(32482, 'DEF  ', 98685, 'ABC  ')
(32482, 'DEF  ', 44165, 'ABC  ')
(44165, 'ABC  ', 32482, 'DEF  ')
(32482, 'DEF  ', 27807, 'ABC  ')
(27807, 'ABC  ', 32482, 'DEF  ')
(96190, 'DEF  ', 27725, 'ABC  ')
(96190, 'DEF  ', 90743, 'ABC  ')
(27725, 'ABC  ', 96190, 'DEF  ')
(27725, 'ABC  ', 10616, 'DEF  ')
(10616, 'DEF  ', 27725, 'ABC  ')
(10616, 'DEF  ', 90743, 'ABC  ')
(90743, 'ABC  ', 96190, 'DEF  ')
(90743, 'ABC  ', 10616, 'DEF  ')
(96190, 'DEF  ', 27725, 'ABC  ')
(27725, 'ABC  ', 96190, 'DEF  ')
(10616, 'DEF  ', 90743, 'ABC  ')
(90743, 'ABC  ', 10616, 'DEF  ')
(53362, 'ABC  ', 57931, 'DEF  ')
(53362, 'ABC  ', 66551, 'DEF  ')
(53362, 'ABC  ', 66551, 'DEF  ')
(43543, 'ABC  ', 57931, 'DEF  ')
(43543, 'ABC  ', 66551, 'DEF  ')
(43543, 'ABC  ', 66551, 'DEF  ')
(57931, 'DEF  ', 53362, 'ABC  ')
(57931, 'DEF  ', 43543, 'ABC  ')
(57931, 'DEF  ', 66551, 'ABC  ')
(66551, 'ABC  ', 57931, 'DEF  ')
(66551, 'DEF  ', 53362, 'ABC  ')
(66551, 'DEF  ', 43543, 'ABC  ')
(66551, 'DEF  ', 53362, 'ABC  ')
(66551, 'DEF  ', 43543, 'ABC  ')
(43543, 'ABC  ', 57931, 'DEF  ')
(57931, 'DEF  ', 43543, 'ABC  ')
(53362, 'ABC  ', 66551, 'DEF  ')
(53362, 'ABC  ', 66551, 'DEF  ')
(66551, 'DEF  ', 53362, 'ABC  ')
(66551, 'DEF  ', 53362, 'ABC  ')
(66177, 'DEF  ', 81650, 'ABC  ')
(81650, 'ABC  ', 66177, 'DEF  ')
(81650, 'ABC  ', 71298, 'DEF  ')
(71298, 'DEF  ', 81650, 'ABC  ')
(66177, 'DEF  ', 81650, 'ABC  ')
(81650, 'ABC  ', 66177, 'DEF  ')
(81650, 'ABC  ', 71298, 'DEF  ')
(71298, 'DEF  ', 81650, 'ABC  ')
(73345, 'ABC  ', 47768, 'DEF  ')
(73345, 'ABC  ', 47768, 'DEF  ')
(47768, 'DEF  ', 73345, 'ABC  ')
(47768, 'DEF  ', 73345, 'ABC  ')
(73345, 'ABC  ', 47768, 'DEF  ')
(47768, 'DEF  ', 73345, 'ABC  ')
(47768, 'DEF  ', 83335, 'ABC  ')
(47768, 'DEF  ', 33252, 'ABC  ')
(47768, 'DEF  ', 73345, 'ABC  ')
(83335, 'ABC  ', 47768, 'DEF  ')
(33252, 'ABC  ', 47768, 'DEF  ')
(73345, 'ABC  ', 47768, 'DEF  ')
(44335, 'ABC  ', 28359, 'DEF  ')
(44335, 'ABC  ', 36825, 'DEF  ')
(28359, 'DEF  ', 44335, 'ABC  ')
(28359, 'DEF  ', 44335, 'ABC  ')
(44335, 'ABC  ', 28359, 'DEF  ')
(44335, 'ABC  ', 36825, 'DEF  ')
(36825, 'DEF  ', 44335, 'ABC  ')
(36825, 'DEF  ', 44335, 'ABC  ')
(44335, 'ABC  ', 36825, 'DEF  ')
(44335, 'ABC  ', 28359, 'DEF  ')
(36825, 'DEF  ', 44335, 'ABC  ')
(36825, 'DEF  ', 44335, 'ABC  ')
(28359, 'DEF  ', 44335, 'ABC  ')
(28359, 'DEF  ', 44335, 'ABC  ')
(44335, 'ABC  ', 36825, 'DEF  ')
(44335, 'ABC  ', 28359, 'DEF  ')
(44335, 'ABC  ', 36825, 'DEF  ')
(44335, 'ABC  ', 28359, 'DEF  ')
(36825, 'DEF  ', 44335, 'ABC  ')
(36825, 'DEF  ', 44335, 'ABC  ')
(44335, 'ABC  ', 36825, 'DEF  ')
(44335, 'ABC  ', 28359, 'DEF  ')
(28359, 'DEF  ', 44335, 'ABC  ')
(28359, 'DEF  ', 44335, 'ABC  ')
(58269, 'DEF  ', 99678, 'ABC  ')
(99678, 'ABC  ', 58269, 'DEF  ')
(19608, 'ABC  ', 58269, 'DEF  ')
(58269, 'DEF  ', 19608, 'ABC  ')
(34712, 'ABC  ', 83350, 'DEF  ')
(51682, 'ABC  ', 83350, 'DEF  ')
(83350, 'DEF  ', 34712, 'ABC  ')
(83350, 'DEF  ', 51682, 'ABC  ')
(83350, 'DEF  ', 74975, 'ABC  ')
(83350, 'DEF  ', 74975, 'ABC  ')
(74975, 'ABC  ', 83350, 'DEF  ')
(74975, 'ABC  ', 83350, 'DEF  ')
(59876, 'DEF  ', 24126, 'ABC  ')
(24126, 'ABC  ', 59876, 'DEF  ')
(24126, 'DEF  ', 59876, 'ABC  ')
(59876, 'ABC  ', 24126, 'DEF  ')
(59876, 'ABC  ', 24126, 'DEF  ')
(24126, 'DEF  ', 59876, 'ABC  ')
(24126, 'ABC  ', 59876, 'DEF  ')
(59876, 'DEF  ', 24126, 'ABC  ')
(24126, 'ABC  ', 59876, 'DEF  ')
(24126, 'DEF  ', 59876, 'ABC  ')
(59876, 'DEF  ', 24126, 'ABC  ')
(59876, 'ABC  ', 24126, 'DEF  ')
(10938, 'ABC  ', 29212, 'DEF  ')
(29212, 'DEF  ', 10938, 'ABC  ')
(46866, 'ABC  ', 23604, 'DEF  ')
(61670, 'ABC  ', 23604, 'DEF  ')
(21445, 'ABC  ', 23604, 'DEF  ')
(23604, 'DEF  ', 46866, 'ABC  ')
(23604, 'DEF  ', 61670, 'ABC  ')
(23604, 'DEF  ', 21445, 'ABC  ')
(46712, 'ABC  ', 27394, 'DEF  ')
(59288, 'ABC  ', 27394, 'DEF  ')
(27394, 'DEF  ', 46712, 'ABC  ')
(27394, 'DEF  ', 59288, 'ABC  ')
(31053, 'DEF  ', 31084, 'ABC  ')
(31084, 'ABC  ', 31053, 'DEF  ')
(31084, 'ABC  ', 31053, 'DEF  ')
(31053, 'DEF  ', 31084, 'ABC  ')
(54888, 'ABC  ', 97325, 'DEF  ')
(97325, 'DEF  ', 54888, 'ABC  ')
(97325, 'DEF  ', 54888, 'ABC  ')
(54888, 'ABC  ', 97325, 'DEF  ')
(61585, 'DEF  ', 48948, 'ABC  ')
(48948, 'ABC  ', 61585, 'DEF  ')
(48948, 'ABC  ', 61585, 'DEF  ')
(61585, 'DEF  ', 48948, 'ABC  ')
(75242, 'DEF  ', 32804, 'ABC  ')
(75242, 'DEF  ', 68677, 'ABC  ')
(75242, 'DEF  ', 68677, 'ABC  ')
(75242, 'DEF  ', 13509, 'ABC  ')
(75242, 'DEF  ', 32804, 'ABC  ')
(32804, 'ABC  ', 75242, 'DEF  ')
(68677, 'ABC  ', 75242, 'DEF  ')
(68677, 'ABC  ', 75242, 'DEF  ')
(13509, 'ABC  ', 75242, 'DEF  ')
(32804, 'ABC  ', 75242, 'DEF  ')
(31165, 'ABC  ', 90041, 'DEF  ')
(31165, 'ABC  ', 99653, 'DEF  ')
(90041, 'DEF  ', 31165, 'ABC  ')
(90041, 'DEF  ', 62373, 'ABC  ')
(90041, 'DEF  ', 99653, 'ABC  ')
(62373, 'ABC  ', 90041, 'DEF  ')
(62373, 'ABC  ', 99653, 'DEF  ')
(99653, 'ABC  ', 90041, 'DEF  ')
(99653, 'DEF  ', 31165, 'ABC  ')
(99653, 'DEF  ', 62373, 'ABC  ')
(99653, 'DEF  ', 90041, 'ABC  ')
(90041, 'ABC  ', 99653, 'DEF  ')
(90276, 'ABC  ', 80179, 'DEF  ')
(80179, 'DEF  ', 90276, 'ABC  ')
(90804, 'DEF  ', 56508, 'ABC  ')
(56508, 'ABC  ', 90804, 'DEF  ')
(56508, 'ABC  ', 90804, 'DEF  ')
(90804, 'DEF  ', 56508, 'ABC  ')
(65085, 'ABC  ', 84367, 'DEF  ')
(84367, 'DEF  ', 65085, 'ABC  ')
(67757, 'DEF  ', 94336, 'ABC  ')
(94336, 'ABC  ', 67757, 'DEF  ')
(57070, 'ABC  ', 55695, 'DEF  ')
(55695, 'DEF  ', 57070, 'ABC  ')
(55695, 'DEF  ', 57070, 'ABC  ')
(57070, 'ABC  ', 55695, 'DEF  ')
(67849, 'DEF  ', 51921, 'ABC  ')
(51921, 'ABC  ', 67849, 'DEF  ')
(51921, 'ABC  ', 67849, 'DEF  ')
(67849, 'DEF  ', 51921, 'ABC  ')
(66670, 'ABC  ', 50879, 'DEF  ')
(66670, 'ABC  ', 56625, 'DEF  ')
(66670, 'ABC  ', 40166, 'DEF  ')
(50879, 'DEF  ', 66670, 'ABC  ')
(56625, 'DEF  ', 66670, 'ABC  ')
(40166, 'DEF  ', 66670, 'ABC  ')
(16260, 'DEF  ', 14536, 'ABC  ')
(14536, 'ABC  ', 16260, 'DEF  ')
(16260, 'DEF  ', 14536, 'ABC  ')
(14536, 'ABC  ', 16260, 'DEF  ')
(13476, 'ABC  ', 55162, 'DEF  ')
(55162, 'DEF  ', 13476, 'ABC  ')
(55162, 'DEF  ', 50424, 'ABC  ')
(55162, 'DEF  ', 50424, 'ABC  ')
(50424, 'ABC  ', 55162, 'DEF  ')
(50424, 'ABC  ', 55162, 'DEF  ')
(47183, 'ABC  ', 79967, 'DEF  ')
(88067, 'ABC  ', 79967, 'DEF  ')
(82461, 'ABC  ', 79967, 'DEF  ')
(75066, 'ABC  ', 79967, 'DEF  ')
(79967, 'DEF  ', 47183, 'ABC  ')
(79967, 'DEF  ', 88067, 'ABC  ')
(79967, 'DEF  ', 82461, 'ABC  ')
(79967, 'DEF  ', 75066, 'ABC  ')
(79967, 'DEF  ', 95633, 'ABC  ')
(95633, 'ABC  ', 79967, 'DEF  ')
(47183, 'ABC  ', 79967, 'DEF  ')
(79967, 'DEF  ', 47183, 'ABC  ')
(40844, 'ABC  ', 17090, 'DEF  ')
(17090, 'DEF  ', 40844, 'ABC  ')
(61831, 'DEF  ', 74983, 'ABC  ')
(74983, 'ABC  ', 61831, 'DEF  ')
(58904, 'ABC  ', 61831, 'DEF  ')
(61831, 'DEF  ', 58904, 'ABC  ')
(61831, 'DEF  ', 23925, 'ABC  ')
(61831, 'DEF  ', 23925, 'ABC  ')
(61831, 'DEF  ', 74983, 'ABC  ')
(23925, 'ABC  ', 61831, 'DEF  ')
(23925, 'ABC  ', 61831, 'DEF  ')
(74983, 'ABC  ', 61831, 'DEF  ')
(31437, 'DEF  ', 53186, 'ABC  ')
(53186, 'ABC  ', 31437, 'DEF  ')
(53186, 'ABC  ', 31437, 'DEF  ')
(31437, 'DEF  ', 53186, 'ABC  ')
(26574, 'ABC  ', 32755, 'DEF  ')
(24631, 'ABC  ', 32755, 'DEF  ')
(32755, 'DEF  ', 26574, 'ABC  ')
(32755, 'DEF  ', 24631, 'ABC  ')
(32755, 'DEF  ', 89000, 'ABC  ')
(32755, 'DEF  ', 77150, 'ABC  ')
(89000, 'ABC  ', 32755, 'DEF  ')
(77150, 'ABC  ', 32755, 'DEF  ')
(92684, 'DEF  ', 10895, 'ABC  ')
(10895, 'ABC  ', 92684, 'DEF  ')
(68085, 'ABC  ', 32755, 'DEF  ')
(68085, 'ABC  ', 32755, 'DEF  ')
(24631, 'ABC  ', 32755, 'DEF  ')
(77150, 'ABC  ', 32755, 'DEF  ')
(32755, 'DEF  ', 68085, 'ABC  ')
(32755, 'DEF  ', 68085, 'ABC  ')
(32755, 'DEF  ', 24631, 'ABC  ')
(32755, 'DEF  ', 77150, 'ABC  ')
(63383, 'ABC  ', 36824, 'DEF  ')
(63383, 'ABC  ', 36824, 'DEF  ')
(36824, 'DEF  ', 63383, 'ABC  ')
(36824, 'DEF  ', 75993, 'ABC  ')
(36824, 'DEF  ', 82237, 'ABC  ')
(36824, 'DEF  ', 63383, 'ABC  ')
(36824, 'DEF  ', 75993, 'ABC  ')
(36824, 'DEF  ', 82237, 'ABC  ')
(75993, 'ABC  ', 36824, 'DEF  ')
(75993, 'ABC  ', 36824, 'DEF  ')
(82237, 'ABC  ', 36824, 'DEF  ')
(82237, 'ABC  ', 36824, 'DEF  ')
(88384, 'DEF  ', 94915, 'ABC  ')
(94915, 'ABC  ', 88384, 'DEF  ')
(88384, 'ABC  ', 29214, 'DEF  ')
(94915, 'ABC  ', 88384, 'DEF  ')
(94915, 'ABC  ', 29214, 'DEF  ')
(78619, 'ABC  ', 88384, 'DEF  ')
(78619, 'ABC  ', 29214, 'DEF  ')
(88384, 'DEF  ', 94915, 'ABC  ')
(88384, 'DEF  ', 78619, 'ABC  ')
(88384, 'DEF  ', 29214, 'ABC  ')
(29214, 'DEF  ', 88384, 'ABC  ')
(29214, 'DEF  ', 94915, 'ABC  ')
(29214, 'DEF  ', 78619, 'ABC  ')
(29214, 'ABC  ', 88384, 'DEF  ')
(91536, 'ABC  ', 99699, 'DEF  ')
(99699, 'DEF  ', 91536, 'ABC  ')
(91536, 'ABC  ', 99699, 'DEF  ')
(99699, 'DEF  ', 91536, 'ABC  ')
(91725, 'DEF  ', 40126, 'ABC  ')
(40126, 'ABC  ', 91725, 'DEF  ')
(40126, 'ABC  ', 91725, 'DEF  ')
(91725, 'DEF  ', 40126, 'ABC  ')
(53592, 'DEF  ', 61603, 'ABC  ')
(61603, 'ABC  ', 53592, 'DEF  ')
(61603, 'ABC  ', 53592, 'DEF  ')
(53592, 'DEF  ', 61603, 'ABC  ')
(87482, 'DEF  ', 92435, 'ABC  ')
(59292, 'DEF  ', 92435, 'ABC  ')
(29855, 'DEF  ', 92435, 'ABC  ')
(92435, 'ABC  ', 87482, 'DEF  ')
(92435, 'ABC  ', 59292, 'DEF  ')
(92435, 'ABC  ', 29855, 'DEF  ')
(29855, 'DEF  ', 92435, 'ABC  ')
(87482, 'DEF  ', 92435, 'ABC  ')
(92435, 'ABC  ', 29855, 'DEF  ')
(92435, 'ABC  ', 87482, 'DEF  ')
(64761, 'ABC  ', 10229, 'DEF  ')
(10229, 'DEF  ', 64761, 'ABC  ')
(72743, 'ABC  ', 81695, 'DEF  ')
(71901, 'ABC  ', 81695, 'DEF  ')
(81695, 'DEF  ', 72743, 'ABC  ')
(81695, 'DEF  ', 71901, 'ABC  ')
(81695, 'DEF  ', 72743, 'ABC  ')
(72743, 'ABC  ', 81695, 'DEF  ')
(42054, 'DEF  ', 69039, 'ABC  ')
(42054, 'DEF  ', 74879, 'ABC  ')
(42054, 'DEF  ', 92946, 'ABC  ')
(42054, 'DEF  ', 76014, 'ABC  ')
(69039, 'ABC  ', 42054, 'DEF  ')
(74879, 'ABC  ', 42054, 'DEF  ')
(92946, 'ABC  ', 42054, 'DEF  ')
(76014, 'ABC  ', 42054, 'DEF  ')
(73672, 'ABC  ', 75423, 'DEF  ')
(75423, 'DEF  ', 73672, 'ABC  ')
(75423, 'DEF  ', 73672, 'ABC  ')
(73672, 'ABC  ', 75423, 'DEF  ')
(93928, 'ABC  ', 20407, 'DEF  ')
(99147, 'ABC  ', 20407, 'DEF  ')
(20407, 'DEF  ', 93928, 'ABC  ')
(20407, 'DEF  ', 99147, 'ABC  ')
(20407, 'DEF  ', 99147, 'ABC  ')
(99147, 'ABC  ', 20407, 'DEF  ')
(27208, 'ABC  ', 43059, 'DEF  ')
(76117, 'ABC  ', 43059, 'DEF  ')
(15622, 'ABC  ', 43059, 'DEF  ')
(43059, 'DEF  ', 27208, 'ABC  ')
(43059, 'DEF  ', 76117, 'ABC  ')
(43059, 'DEF  ', 15622, 'ABC  ')
(80450, 'ABC  ', 12517, 'DEF  ')
(12517, 'DEF  ', 80450, 'ABC  ')
(39178, 'DEF  ', 40817, 'ABC  ')
(40817, 'ABC  ', 39178, 'DEF  ')
(39345, 'ABC  ', 15993, 'DEF  ')
(15993, 'DEF  ', 39345, 'ABC  ')
(88931, 'DEF  ', 35265, 'ABC  ')
(35265, 'ABC  ', 88931, 'DEF  ')
(35265, 'ABC  ', 88931, 'DEF  ')
(88931, 'DEF  ', 35265, 'ABC  ')
(57341, 'ABC  ', 68640, 'DEF  ')
(57341, 'ABC  ', 14776, 'DEF  ')
(68640, 'DEF  ', 57341, 'ABC  ')
(14776, 'DEF  ', 57341, 'ABC  ')
(61727, 'ABC  ', 35500, 'DEF  ')
(35500, 'DEF  ', 61727, 'ABC  ')
(61727, 'ABC  ', 35500, 'DEF  ')
(35500, 'DEF  ', 61727, 'ABC  ')
(28690, 'DEF  ', 38632, 'ABC  ')
(38632, 'ABC  ', 28690, 'DEF  ')
(20288, 'DEF  ', 65129, 'ABC  ')
(65129, 'ABC  ', 20288, 'DEF  ')
(71397, 'DEF  ', 57440, 'ABC  ')
(57440, 'ABC  ', 71397, 'DEF  ')
(71397, 'DEF  ', 57440, 'ABC  ')
(57440, 'ABC  ', 71397, 'DEF  ')
(78286, 'DEF  ', 97863, 'ABC  ')
(97863, 'ABC  ', 78286, 'DEF  ')
(97863, 'ABC  ', 57625, 'DEF  ')
(57625, 'DEF  ', 97863, 'ABC  ')
(11919, 'ABC  ', 95714, 'DEF  ')
(95714, 'DEF  ', 11919, 'ABC  ')
(11919, 'ABC  ', 95714, 'DEF  ')
(95714, 'DEF  ', 11919, 'ABC  ')
(76562, 'ABC  ', 39376, 'DEF  ')
(76562, 'ABC  ', 25949, 'DEF  ')
(39376, 'ABC  ', 25949, 'DEF  ')
(39376, 'ABC  ', 76562, 'DEF  ')
(39376, 'ABC  ', 76562, 'DEF  ')
(39376, 'DEF  ', 76562, 'ABC  ')
(25949, 'DEF  ', 76562, 'ABC  ')
(25949, 'DEF  ', 39376, 'ABC  ')
(76562, 'DEF  ', 39376, 'ABC  ')
(76562, 'DEF  ', 39376, 'ABC  ')
(65346, 'ABC  ', 43225, 'DEF  ')
(43225, 'DEF  ', 65346, 'ABC  ')
(86996, 'DEF  ', 84311, 'ABC  ')
(84311, 'ABC  ', 86996, 'DEF  ')
