PartE: 
(43756, 'DEF  ', 70637, 'ABC  ')
(62707, 'DEF  ', 68225, 'ABC  ')
(17373, 'ABC  ', 41489, 'DEF  ')
(43508, 'DEF  ', 56024, 'ABC  ')
(72893, 'DEF  ', 53820, 'ABC  ')
(69574, 'DEF  ', 60725, 'ABC  ')
(40649, 'ABC  ', 74107, 'DEF  ')
(78928, 'ABC  ', 35546, 'DEF  ')
(68968, 'DEF  ', 53470, 'ABC  ')
(93599, 'ABC  ', 81425, 'DEF  ')
(88840, 'ABC  ', 36514, 'DEF  ')
(25640, 'DEF  ', 24763, 'ABC  ')
(14216, 'DEF  ', 25482, 'ABC  ')
(24686, 'ABC  ', 54504, 'DEF  ')
(56281, 'ABC  ', 44281, 'DEF  ')
(42054, 'DEF  ', 76014, 'ABC  ')
(62740, 'DEF  ', 54411, 'ABC  ')
(29214, 'DEF  ', 88384, 'ABC  ')
(39178, 'DEF  ', 40817, 'ABC  ')
(35243, 'DEF  ', 61914, 'ABC  ')
(63829, 'DEF  ', 73601, 'ABC  ')
(28565, 'DEF  ', 13516, 'ABC  ')
(80995, 'ABC  ', 85674, 'DEF  ')
(29750, 'ABC  ', 99335, 'DEF  ')
(19762, 'DEF  ', 60725, 'ABC  ')
(50669, 'ABC  ', 22580, 'DEF  ')
(93977, 'DEF  ', 27096, 'ABC  ')
(45042, 'DEF  ', 51810, 'ABC  ')
(60070, 'DEF  ', 69844, 'ABC  ')
(26090, 'DEF  ', 94033, 'ABC  ')
(60339, 'DEF  ', 86080, 'ABC  ')
(96209, 'ABC  ', 90034, 'DEF  ')
(68364, 'DEF  ', 83318, 'ABC  ')
(38306, 'DEF  ', 27966, 'ABC  ')
(39437, 'ABC  ', 67244, 'DEF  ')
(72735, 'ABC  ', 26090, 'DEF  ')
(74174, 'DEF  ', 44309, 'ABC  ')
(94612, 'ABC  ', 80174, 'DEF  ')
(53502, 'DEF  ', 74417, 'ABC  ')
(69039, 'ABC  ', 42054, 'DEF  ')
(88689, 'ABC  ', 53700, 'DEF  ')
(43225, 'DEF  ', 65346, 'ABC  ')
(63255, 'ABC  ', 94770, 'DEF  ')
(56956, 'DEF  ', 64529, 'ABC  ')
(67925, 'DEF  ', 68588, 'ABC  ')
(80179, 'DEF  ', 90276, 'ABC  ')
(52929, 'DEF  ', 20288, 'ABC  ')
(66058, 'ABC  ', 54504, 'DEF  ')
(95130, 'ABC  ', 93977, 'DEF  ')
(76562, 'ABC  ', 25949, 'DEF  ')
(91013, 'ABC  ', 85674, 'DEF  ')
(32992, 'DEF  ', 18553, 'ABC  ')
(66670, 'DEF  ', 87462, 'ABC  ')
(13090, 'DEF  ', 24592, 'ABC  ')
(11439, 'DEF  ', 23956, 'ABC  ')
(74518, 'DEF  ', 74174, 'ABC  ')
(65289, 'ABC  ', 74628, 'DEF  ')
(23152, 'ABC  ', 21880, 'DEF  ')
(18553, 'DEF  ', 64193, 'ABC  ')
(98784, 'DEF  ', 52082, 'ABC  ')
(63992, 'DEF  ', 67757, 'ABC  ')
(60825, 'DEF  ', 65186, 'ABC  ')
(55695, 'DEF  ', 57070, 'ABC  ')
(90336, 'DEF  ', 75615, 'ABC  ')
(65572, 'DEF  ', 39033, 'ABC  ')
(37457, 'ABC  ', 48731, 'DEF  ')
(51810, 'ABC  ', 99092, 'DEF  ')
(23074, 'DEF  ', 80495, 'ABC  ')
(13509, 'ABC  ', 75242, 'DEF  ')
(59292, 'DEF  ', 92435, 'ABC  ')
(21881, 'DEF  ', 23004, 'ABC  ')
(36037, 'DEF  ', 71109, 'ABC  ')
(68588, 'ABC  ', 67925, 'DEF  ')
(26153, 'ABC  ', 72724, 'DEF  ')
(45113, 'ABC  ', 98249, 'DEF  ')
(66670, 'ABC  ', 40166, 'DEF  ')
(90041, 'DEF  ', 31165, 'ABC  ')
(58008, 'ABC  ', 49652, 'DEF  ')
(98709, 'DEF  ', 56956, 'ABC  ')
(11955, 'ABC  ', 48912, 'DEF  ')
(19058, 'DEF  ', 34807, 'ABC  ')
(11919, 'DEF  ', 79659, 'ABC  ')
(90034, 'DEF  ', 96209, 'ABC  ')
(34391, 'DEF  ', 77837, 'ABC  ')
(83408, 'ABC  ', 96694, 'DEF  ')
(88384, 'ABC  ', 29214, 'DEF  ')
(89857, 'ABC  ', 66058, 'DEF  ')
(34807, 'ABC  ', 56335, 'DEF  ')
(13032, 'ABC  ', 47739, 'DEF  ')
(24086, 'DEF  ', 27096, 'ABC  ')
(36824, 'DEF  ', 82237, 'ABC  ')
(96529, 'ABC  ', 49652, 'DEF  ')
(75084, 'DEF  ', 41038, 'ABC  ')
(15626, 'DEF  ', 52410, 'ABC  ')
(39784, 'ABC  ', 64039, 'DEF  ')
(18909, 'DEF  ', 10508, 'ABC  ')
(39639, 'DEF  ', 61747, 'ABC  ')
(80380, 'DEF  ', 59700, 'ABC  ')
(66820, 'ABC  ', 24086, 'DEF  ')
(93977, 'DEF  ', 33784, 'ABC  ')
(54569, 'ABC  ', 35023, 'DEF  ')
(61996, 'ABC  ', 24367, 'DEF  ')
(54569, 'DEF  ', 70053, 'ABC  ')
(47768, 'DEF  ', 83335, 'ABC  ')
(76252, 'DEF  ', 91643, 'ABC  ')
(29809, 'ABC  ', 76252, 'DEF  ')
(71397, 'DEF  ', 57440, 'ABC  ')
(83514, 'ABC  ', 19971, 'DEF  ')
(67422, 'DEF  ', 11733, 'ABC  ')
(21804, 'DEF  ', 67757, 'ABC  ')
(28947, 'DEF  ', 56956, 'ABC  ')
(67757, 'ABC  ', 61740, 'DEF  ')
(80495, 'ABC  ', 23074, 'DEF  ')
(63048, 'ABC  ', 17486, 'DEF  ')
(87587, 'DEF  ', 12561, 'ABC  ')
(60675, 'ABC  ', 69198, 'DEF  ')
(24150, 'ABC  ', 57815, 'DEF  ')
(27535, 'ABC  ', 60825, 'DEF  ')
(72055, 'ABC  ', 19813, 'DEF  ')
(69615, 'ABC  ', 36420, 'DEF  ')
(92435, 'ABC  ', 87482, 'DEF  ')
(92219, 'DEF  ', 34807, 'ABC  ')
(21880, 'DEF  ', 13586, 'ABC  ')
(75242, 'ABC  ', 61154, 'DEF  ')
(76562, 'DEF  ', 39376, 'ABC  ')
(48842, 'DEF  ', 99320, 'ABC  ')
(58682, 'ABC  ', 35007, 'DEF  ')
(69433, 'ABC  ', 24301, 'DEF  ')
(90276, 'ABC  ', 80179, 'DEF  ')
(97925, 'DEF  ', 93699, 'ABC  ')
(60099, 'DEF  ', 86488, 'ABC  ')
(83574, 'ABC  ', 27893, 'DEF  ')
(90376, 'DEF  ', 23267, 'ABC  ')
(95161, 'DEF  ', 66058, 'ABC  ')
(81290, 'ABC  ', 60684, 'DEF  ')
(24592, 'ABC  ', 13090, 'DEF  ')
(87587, 'DEF  ', 26175, 'ABC  ')
(48219, 'ABC  ', 86246, 'DEF  ')
(49618, 'ABC  ', 27287, 'DEF  ')
(99320, 'ABC  ', 48842, 'DEF  ')
(11627, 'ABC  ', 86488, 'DEF  ')
(36806, 'DEF  ', 57665, 'ABC  ')
(62664, 'ABC  ', 14216, 'DEF  ')
(46397, 'DEF  ', 48869, 'ABC  ')
(48775, 'DEF  ', 87889, 'ABC  ')
(60725, 'ABC  ', 80456, 'DEF  ')
(19608, 'ABC  ', 58269, 'DEF  ')
(95541, 'ABC  ', 24301, 'DEF  ')
(74902, 'ABC  ', 36037, 'DEF  ')
(54664, 'ABC  ', 69198, 'DEF  ')
(32482, 'DEF  ', 44165, 'ABC  ')
(61727, 'ABC  ', 35500, 'DEF  ')
(82237, 'ABC  ', 36824, 'DEF  ')
(39392, 'ABC  ', 47315, 'DEF  ')
(88177, 'ABC  ', 54504, 'DEF  ')
(59461, 'ABC  ', 60223, 'DEF  ')
(43543, 'ABC  ', 57931, 'DEF  ')
(20288, 'ABC  ', 95011, 'DEF  ')
(67757, 'ABC  ', 21804, 'DEF  ')
(84367, 'DEF  ', 65085, 'ABC  ')
(10287, 'DEF  ', 26153, 'ABC  ')
(28947, 'ABC  ', 90967, 'DEF  ')
(24763, 'ABC  ', 15197, 'DEF  ')
(57931, 'DEF  ', 66551, 'ABC  ')
(49949, 'ABC  ', 24086, 'DEF  ')
(14912, 'ABC  ', 61036, 'DEF  ')
(66670, 'DEF  ', 23520, 'ABC  ')
(99446, 'ABC  ', 35539, 'DEF  ')
(24763, 'ABC  ', 25640, 'DEF  ')
(55348, 'ABC  ', 75084, 'DEF  ')
(51772, 'ABC  ', 98470, 'DEF  ')
(60223, 'DEF  ', 58269, 'ABC  ')
(20062, 'DEF  ', 51747, 'ABC  ')
(86488, 'DEF  ', 60099, 'ABC  ')
(57815, 'DEF  ', 96925, 'ABC  ')
(70637, 'ABC  ', 86406, 'DEF  ')
(44281, 'DEF  ', 56281, 'ABC  ')
(39088, 'ABC  ', 76962, 'DEF  ')
(50522, 'DEF  ', 61996, 'ABC  ')
(34807, 'ABC  ', 19058, 'DEF  ')
(84380, 'ABC  ', 35546, 'DEF  ')
(74983, 'ABC  ', 61831, 'DEF  ')
(78902, 'DEF  ', 65055, 'ABC  ')
(88560, 'ABC  ', 34391, 'DEF  ')
(76817, 'DEF  ', 74598, 'ABC  ')
(75239, 'DEF  ', 40065, 'ABC  ')
(61996, 'ABC  ', 50522, 'DEF  ')
(54655, 'DEF  ', 56187, 'ABC  ')
(15549, 'ABC  ', 64604, 'DEF  ')
(46765, 'ABC  ', 63787, 'DEF  ')
(98470, 'DEF  ', 28138, 'ABC  ')
(90041, 'ABC  ', 99653, 'DEF  ')
(41489, 'DEF  ', 11751, 'ABC  ')
(11439, 'DEF  ', 52639, 'ABC  ')
(41784, 'ABC  ', 35729, 'DEF  ')
(66236, 'DEF  ', 20288, 'ABC  ')
(99320, 'ABC  ', 61944, 'DEF  ')
(56024, 'ABC  ', 43508, 'DEF  ')
(26153, 'ABC  ', 10287, 'DEF  ')
(68158, 'DEF  ', 90325, 'ABC  ')
(96560, 'ABC  ', 24310, 'DEF  ')
(38306, 'DEF  ', 76395, 'ABC  ')
(65055, 'ABC  ', 78902, 'DEF  ')
(36037, 'DEF  ', 13795, 'ABC  ')
(85674, 'ABC  ', 80995, 'DEF  ')
(75959, 'ABC  ', 98249, 'DEF  ')
(44227, 'DEF  ', 60685, 'ABC  ')
(22838, 'DEF  ', 99320, 'ABC  ')
(59137, 'ABC  ', 74174, 'DEF  ')
(28980, 'DEF  ', 84728, 'ABC  ')
(80036, 'ABC  ', 17840, 'DEF  ')
(35500, 'DEF  ', 61727, 'ABC  ')
(20288, 'ABC  ', 10045, 'DEF  ')
(23604, 'DEF  ', 21445, 'ABC  ')
(66670, 'ABC  ', 56625, 'DEF  ')
(66058, 'ABC  ', 95243, 'DEF  ')
(73601, 'ABC  ', 66738, 'DEF  ')
(51660, 'ABC  ', 36514, 'DEF  ')
(42879, 'ABC  ', 10355, 'DEF  ')
(41489, 'DEF  ', 38522, 'ABC  ')
(76395, 'ABC  ', 38306, 'DEF  ')
(27972, 'DEF  ', 11830, 'ABC  ')
(72163, 'ABC  ', 43317, 'DEF  ')
(16623, 'DEF  ', 60830, 'ABC  ')
(29162, 'ABC  ', 36420, 'DEF  ')
(90913, 'ABC  ', 64355, 'DEF  ')
(10463, 'ABC  ', 60070, 'DEF  ')
(19813, 'DEF  ', 91564, 'ABC  ')
(64604, 'DEF  ', 15549, 'ABC  ')
(61944, 'DEF  ', 99320, 'ABC  ')
(74193, 'ABC  ', 72893, 'DEF  ')
(79594, 'ABC  ', 18909, 'DEF  ')
(54825, 'DEF  ', 94612, 'ABC  ')
(89604, 'ABC  ', 57572, 'DEF  ')
(80450, 'ABC  ', 12517, 'DEF  ')
(92514, 'ABC  ', 60684, 'DEF  ')
(93977, 'DEF  ', 89152, 'ABC  ')
(95633, 'ABC  ', 79967, 'DEF  ')
(85335, 'ABC  ', 88774, 'DEF  ')
(86230, 'ABC  ', 37647, 'DEF  ')
(10287, 'DEF  ', 22110, 'ABC  ')
(58199, 'ABC  ', 35546, 'DEF  ')
(80995, 'DEF  ', 85674, 'ABC  ')
(26090, 'DEF  ', 57150, 'ABC  ')
(53820, 'ABC  ', 72893, 'DEF  ')
(62740, 'ABC  ', 54411, 'DEF  ')
(29525, 'DEF  ', 37812, 'ABC  ')
(93673, 'DEF  ', 53428, 'ABC  ')
(90899, 'ABC  ', 65572, 'DEF  ')
(59714, 'ABC  ', 19971, 'DEF  ')
(90743, 'ABC  ', 10616, 'DEF  ')
(67190, 'DEF  ', 23267, 'ABC  ')
(60684, 'DEF  ', 92514, 'ABC  ')
(98249, 'DEF  ', 45113, 'ABC  ')
(72925, 'ABC  ', 72724, 'DEF  ')
(58269, 'ABC  ', 60223, 'DEF  ')
(51747, 'DEF  ', 45859, 'ABC  ')
(61085, 'ABC  ', 60437, 'DEF  ')
(47768, 'DEF  ', 73345, 'ABC  ')
(94770, 'DEF  ', 63255, 'ABC  ')
(13129, 'DEF  ', 85172, 'ABC  ')
(74107, 'DEF  ', 85054, 'ABC  ')
(39376, 'ABC  ', 76562, 'DEF  ')
(62652, 'ABC  ', 47739, 'DEF  ')
(25482, 'ABC  ', 14216, 'DEF  ')
(36037, 'ABC  ', 19431, 'DEF  ')
(84103, 'ABC  ', 26090, 'DEF  ')
(60725, 'ABC  ', 69574, 'DEF  ')
(90472, 'ABC  ', 60825, 'DEF  ')
(36514, 'DEF  ', 23622, 'ABC  ')
(23520, 'ABC  ', 66670, 'DEF  ')
(47315, 'DEF  ', 39392, 'ABC  ')
(43067, 'ABC  ', 43508, 'DEF  ')
(21445, 'ABC  ', 23604, 'DEF  ')
(93699, 'ABC  ', 97925, 'DEF  ')
(50925, 'ABC  ', 34583, 'DEF  ')
(18553, 'ABC  ', 29941, 'DEF  ')
(19172, 'DEF  ', 28947, 'ABC  ')
(55364, 'ABC  ', 32851, 'DEF  ')
(56250, 'ABC  ', 88874, 'DEF  ')
(26024, 'DEF  ', 73601, 'ABC  ')
(70873, 'ABC  ', 98980, 'DEF  ')
(31725, 'DEF  ', 11830, 'ABC  ')
(30688, 'ABC  ', 51162, 'DEF  ')
(56207, 'DEF  ', 15549, 'ABC  ')
(74356, 'ABC  ', 44939, 'DEF  ')
(61036, 'DEF  ', 31906, 'ABC  ')
(10882, 'DEF  ', 82588, 'ABC  ')
(99678, 'ABC  ', 58269, 'DEF  ')
(75084, 'ABC  ', 22684, 'DEF  ')
(47768, 'DEF  ', 33252, 'ABC  ')
(78619, 'ABC  ', 29214, 'DEF  ')
(79616, 'ABC  ', 44281, 'DEF  ')
(36220, 'ABC  ', 90336, 'DEF  ')
(87936, 'DEF  ', 18553, 'ABC  ')
(86406, 'DEF  ', 70637, 'ABC  ')
(94416, 'ABC  ', 97256, 'DEF  ')
(61831, 'DEF  ', 58904, 'ABC  ')
(52889, 'DEF  ', 66198, 'ABC  ')
(24086, 'DEF  ', 95130, 'ABC  ')
(74975, 'ABC  ', 83350, 'DEF  ')
(35867, 'ABC  ', 93538, 'DEF  ')
(27287, 'DEF  ', 28548, 'ABC  ')
(36514, 'DEF  ', 88840, 'ABC  ')
(11919, 'DEF  ', 83803, 'ABC  ')
(77837, 'ABC  ', 34391, 'DEF  ')
(68733, 'DEF  ', 81522, 'ABC  ')
(52410, 'DEF  ', 60378, 'ABC  ')
(74174, 'ABC  ', 74518, 'DEF  ')
(53192, 'DEF  ', 35787, 'ABC  ')
(61742, 'ABC  ', 11475, 'DEF  ')
(34952, 'DEF  ', 21564, 'ABC  ')
(41149, 'ABC  ', 66993, 'DEF  ')
(71848, 'ABC  ', 28565, 'DEF  ')
(50089, 'ABC  ', 53432, 'DEF  ')
(10919, 'DEF  ', 77837, 'ABC  ')
(42879, 'ABC  ', 38164, 'DEF  ')
(28511, 'DEF  ', 53428, 'ABC  ')
(61036, 'DEF  ', 35900, 'ABC  ')
(61437, 'DEF  ', 61742, 'ABC  ')
(60070, 'DEF  ', 70975, 'ABC  ')
(13586, 'DEF  ', 21880, 'ABC  ')
(65085, 'DEF  ', 29525, 'ABC  ')
(64218, 'ABC  ', 98980, 'DEF  ')
(72593, 'ABC  ', 93538, 'DEF  ')
(26751, 'DEF  ', 12041, 'ABC  ')
(35243, 'DEF  ', 43981, 'ABC  ')
(69198, 'DEF  ', 54664, 'ABC  ')
(71384, 'ABC  ', 74527, 'DEF  ')
(78928, 'ABC  ', 17840, 'DEF  ')
(28016, 'DEF  ', 76095, 'ABC  ')
(71905, 'ABC  ', 97019, 'DEF  ')
(13933, 'DEF  ', 93590, 'ABC  ')
(66738, 'DEF  ', 73601, 'ABC  ')
(27057, 'ABC  ', 10287, 'DEF  ')
(12745, 'ABC  ', 75358, 'DEF  ')
(57815, 'DEF  ', 37556, 'ABC  ')
(82738, 'ABC  ', 97732, 'DEF  ')
(52410, 'ABC  ', 15626, 'DEF  ')
(28859, 'DEF  ', 74174, 'ABC  ')
(93590, 'ABC  ', 13933, 'DEF  ')
(55348, 'ABC  ', 22684, 'DEF  ')
(53432, 'DEF  ', 30853, 'ABC  ')
(35546, 'DEF  ', 58199, 'ABC  ')
(13529, 'ABC  ', 60825, 'DEF  ')
(60437, 'DEF  ', 61085, 'ABC  ')
(54504, 'DEF  ', 66058, 'ABC  ')
(95714, 'DEF  ', 11919, 'ABC  ')
(94915, 'ABC  ', 29214, 'DEF  ')
(23267, 'ABC  ', 67190, 'DEF  ')
(53502, 'DEF  ', 51440, 'ABC  ')
(56187, 'ABC  ', 54655, 'DEF  ')
(59876, 'DEF  ', 24126, 'ABC  ')
(61170, 'DEF  ', 82985, 'ABC  ')
(67544, 'ABC  ', 76036, 'DEF  ')
(29214, 'DEF  ', 78619, 'ABC  ')
(64761, 'ABC  ', 10229, 'DEF  ')
(23956, 'DEF  ', 11439, 'ABC  ')
(61154, 'DEF  ', 75242, 'ABC  ')
(73866, 'DEF  ', 67252, 'ABC  ')
(32875, 'ABC  ', 10919, 'DEF  ')
(97732, 'DEF  ', 11733, 'ABC  ')
(62033, 'ABC  ', 59731, 'DEF  ')
(68968, 'DEF  ', 10862, 'ABC  ')
(15993, 'DEF  ', 39345, 'ABC  ')
